,CMPD_CHEMBLID,CANONICAL_SMILES,STANDARD_TYPE,ACTIVITY_ID,RELATION,STANDARD_VALUE,STANDARD_UNITS,CONFIDENCE_SCORE,ASSAY_TYPE,ASSAY_CHEMBLID,assay_rank,smiles,ID,pIC50
0,CHEMBL216148,CCOc1ccccc1C(=O)c2cnc(NC3CCN(CC3)C(=O)C)nc2N,Ki,1777489,=,2030,nM,9,B,CHEMBL908827,0,CCOc1ccccc1C(=O)c1cnc(NC2CCN(C(C)=O)CC2)nc1N,CHEMBL216148,5.39147396642
1,CHEMBL2064558,CN(C)C[C@@H](NC(=O)N1Cc2c(NC(=O)c3ccccc3)n[nH]c2C1(C)C)c4ccccc4,Ki,10979948,=,1800,nM,8,B,CHEMBL2067019,0,CN(C)CC(NC(=O)N1Cc2c(NC(=O)c3ccccc3)n[nH]c2C1(C)C)c1ccccc1,CHEMBL2064558,5.44369749923
2,CHEMBL471727,Cc1cc(C)cc(Nc2nccc(n2)c3nc(C)c(CCO)s3)c1,Ki,2396801,>,2270,nM,8,B,CHEMBL945310,0,Cc1cc(C)cc(Nc2nccc(-c3nc(C)c(CCO)s3)n2)c1,CHEMBL471727,5.34294414714
3,CHEMBL571030,Cc1cnc(Nc2ccccc2C(F)(F)F)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,Ki,2938312,>,4000,nM,8,B,CHEMBL1044905,0,Cc1cnc(Nc2ccccc2C(F)(F)F)nc1-c1c[nH]c(C(=O)NC(CO)c2ccccc2)c1,CHEMBL571030,5.09691001301
4,CHEMBL295398,CN(C)c1ccc(Nc2nccc(n2)c3sc(N)nc3C)cc1,Ki,284239,=,700,nM,8,B,CHEMBL658107,0,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N(C)C)cc2)n1,CHEMBL295398,5.85387196432
5,CHEMBL577193,Cc1cnc(Nc2ccccc2)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,Ki,2938309,=,290,nM,8,B,CHEMBL1044905,0,Cc1cnc(Nc2ccccc2)nc1-c1c[nH]c(C(=O)NC(CO)c2cccc(Cl)c2)c1,CHEMBL577193,6.23657200644
6,CHEMBL470780,Cc1cc(C)cc(Nc2nccc(n2)c3ncc(C)s3)c1,Ki,2396805,=,1100,nM,8,B,CHEMBL945310,0,Cc1cc(C)cc(Nc2nccc(-c3ncc(C)s3)n2)c1,CHEMBL470780,5.65757731918
7,CHEMBL493169,FC(F)(F)c1cccc(c1)c2nnc3ccc(NC4CCNCC4)nn23,Ki,2639192,>,4000,nM,8,B,CHEMBL1022928,0,FC(F)(F)c1cccc(-c2nnc3ccc(NC4CCNCC4)nn23)c1,CHEMBL493169,5.09691001301
8,CHEMBL296666,CCNc1nc(C)c(s1)c2ccnc(Nc3cccc(O)c3)n2,Ki,286580,>,10000,nM,8,B,CHEMBL658107,0,CCNc1nc(C)c(-c2ccnc(Nc3cccc(O)c3)n2)s1,CHEMBL296666,4.69897000434
9,CHEMBL213713,COc1cc(F)c(F)c(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N,Ki,1777481,=,2,nM,9,B,CHEMBL908827,0,COc1cc(F)c(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,CHEMBL213713,8.39794000867
10,CHEMBL1084630,CCNc1nc(C)c(s1)c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,Ki,3304990,=,151,nM,8,B,CHEMBL1119481,0,CCNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)s1,CHEMBL1084630,6.51999305704
11,CHEMBL523823,CCN1C2=C(C(=O)ON2)C(=O)c3cc(O)c(Cl)cc13,Ki,2486589,>,8570,nM,8,B,CHEMBL994195,0,CCn1c2cc(Cl)c(O)cc2c(=O)c2c(=O)o[nH]c21,CHEMBL523823,4.76598918241
12,CHEMBL1083151,COc1cc(Nc2nccc(n2)c3sc(C)nc3C)cc(OC)c1OC,Ki,3304996,=,239,nM,8,B,CHEMBL1119481,0,COc1cc(Nc2nccc(-c3sc(C)nc3C)n2)cc(OC)c1OC,CHEMBL1083151,6.32057210339
13,CHEMBL385039,CN1CCN(CC1)c2ccc(Nc3ncc(C(=O)c4ccccc4C(F)(F)F)c(N)n3)cc2,Ki,1777432,>,10000,nM,9,B,CHEMBL908827,0,CN1CCN(c2ccc(Nc3ncc(C(=O)c4ccccc4C(F)(F)F)c(N)n3)cc2)CC1,CHEMBL385039,4.69897000434
14,CHEMBL303958,Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1,Ki,7849681,=,1300,nM,8,B,CHEMBL1912414,0,Nc1nc(N)c(N=O)c(OCC2CCCCC2)n1,CHEMBL303958,5.58502665203
15,CHEMBL470175,Oc1cc(Nc2nccc(n2)c3nccs3)cc(c1)C(F)(F)F,Ki,2396795,=,1652,nM,8,B,CHEMBL945310,0,Oc1cc(Nc2nccc(-c3nccs3)n2)cc(C(F)(F)F)c1,CHEMBL470175,5.48095996135
16,CHEMBL473229,C[C@H](CO)NC(=O)c1sc(nc1C)c2ccnc(Nc3cc(C)cc(C)c3)n2,Ki,2396792,>,3330,nM,8,B,CHEMBL945310,0,Cc1cc(C)cc(Nc2nccc(-c3nc(C)c(C(=O)NC(C)CO)s3)n2)c1,CHEMBL473229,5.17652577083
17,CHEMBL1084454,Cc1nc(C)c(s1)c2ccnc(Nc3ccc(N)cc3)n2,Ki,3304997,=,168,nM,8,B,CHEMBL1119481,0,Cc1nc(C)c(-c2ccnc(Nc3ccc(N)cc3)n2)s1,CHEMBL1084454,6.47366072261
18,CHEMBL373598,OCCCOc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N,Ki,1824699,>,10000,nM,9,B,CHEMBL913842,0,N#Cc1ncc2nc1OCCCCCOc1cc(OCCCO)c(Cl)cc1NC(=O)N2,CHEMBL373598,4.69897000434
19,CHEMBL1080902,COc1ccc(cc1)C2=NNC(=O)/C/2=N\Nc3cccc(OC)c3,Ki,3200303,=,95,nM,8,B,CHEMBL1102103,0,COc1ccc(C2=NNC(=O)C2=NNc2cccc(OC)c2)cc1,CHEMBL1080902,6.72124639905
20,CHEMBL431336,Cc1nc(N)sc1c2ccnc(Nc3ccc(O)cc3)n2,Ki,269791,=,30,nM,8,B,CHEMBL658107,0,Cc1nc(N)sc1-c1ccnc(Nc2ccc(O)cc2)n1,CHEMBL431336,7.22184874962
21,CHEMBL45001,Cc1nc(C)c(s1)c2ccnc(Nc3ccc(Cl)cc3)n2,Ki,296530,=,2500,nM,8,B,CHEMBL658107,0,Cc1nc(C)c(-c2ccnc(Nc3ccc(Cl)cc3)n2)s1,CHEMBL45001,5.30102999566
22,CHEMBL47527,Cc1nc(C)c(s1)c2ccnc(Nc3cccc(O)c3)n2,Ki,274609,=,60,nM,8,B,CHEMBL658107,0,Cc1nc(C)c(-c2ccnc(Nc3cccc(O)c3)n2)s1,CHEMBL47527,6.92081875395
23,CHEMBL385190,CCS(=O)(=O)N1CCC(CC1)Nc2ncc(C(=O)c3ccccc3OC)c(N)n2,Ki,1777492,=,51,nM,9,B,CHEMBL908827,0,CCS(=O)(=O)N1CCC(Nc2ncc(C(=O)c3ccccc3OC)c(N)n2)CC1,CHEMBL385190,6.99139982824
24,CHEMBL408439,COc1cccc(c1)C(=O)c2cnc(Nc3ccc(cc3)N4CCN(C)CC4)nc2N,Ki,1777418,>,10000,nM,9,B,CHEMBL908827,0,COc1cccc(C(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2N)c1,CHEMBL408439,4.69897000434
25,CHEMBL453217,Cc1cc(C)cc(Nc2nccc(n2)c3nc(C)cs3)c1,Ki,2396804,=,100,nM,8,B,CHEMBL945310,0,Cc1cc(C)cc(Nc2nccc(-c3nc(C)cs3)n2)c1,CHEMBL453217,6.69897000434
26,CHEMBL482967,Cc1nc(N)sc1c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,Ki,3304985,=,390,nM,8,B,CHEMBL1119481,0,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1,CHEMBL482967,6.10790539731
27,CHEMBL572361,CCc1ccccc1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,Ki,2938314,=,210,nM,8,B,CHEMBL1044905,0,CCc1ccccc1Nc1ncc(C)c(-c2c[nH]c(C(=O)NC(CO)c3ccccc3)c2)n1,CHEMBL572361,6.3767507096
28,CHEMBL396377,NC1=NC(=O)\C(=C\c2ccc3ncccc3c2)\S1,Ki,1960500,=,2000,nM,9,B,CHEMBL892530,0,NC1=NC(=O)C(=Cc2ccc3ncccc3c2)S1,CHEMBL396377,5.39794000867
29,CHEMBL583187,O[C@H]1CCN(CC2=Nc3c(sc4ccc(cc34)c5ccc(O)cc5)C(=O)N2)C1,Ki,2942578,>,1000,nM,8,B,CHEMBL1060308,0,O=c1[nH]c(CN2CCC(O)C2)nc2c1sc1ccc(-c3ccc(O)cc3)cc12,CHEMBL583187,5.69897000434
30,CHEMBL576048,Cc1cnc(Nc2ccc(Cl)cc2F)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4,Ki,2938303,=,316,nM,8,B,CHEMBL1044905,0,Cc1cnc(Nc2ccc(Cl)cc2F)nc1-c1c[nH]c(C(=O)NC(CO)c2cccc(Cl)c2)c1,CHEMBL576048,6.19928292172
31,CHEMBL584754,Cc1ccccc1Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,Ki,2938315,=,140,nM,8,B,CHEMBL1044905,0,Cc1ccccc1Nc1ncc(C)c(-c2c[nH]c(C(=O)NC(CO)c3ccccc3)c2)n1,CHEMBL584754,6.55284196866
32,CHEMBL569181,COc1cccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4)c1OC,Ki,2938296,>,2500,nM,8,B,CHEMBL1044905,0,COc1cccc(Nc2ncc(C)c(-c3c[nH]c(C(=O)NC(CO)c4cccc(Cl)c4)c3)n2)c1OC,CHEMBL569181,5.30102999566
33,CHEMBL1076721,COc1ccc(cc1)C2=NNC(=O)/C/2=N\Nc3cccnc3,Ki,3200329,=,62,nM,8,B,CHEMBL1102103,0,COc1ccc(C2=NNC(=O)C2=NNc2cccnc2)cc1,CHEMBL1076721,6.90657831484
34,CHEMBL509161,Cc1cc(C)cc(Nc2nccc(n2)c3nccs3)c1,Ki,2396811,>,5000,nM,8,B,CHEMBL945310,0,Cc1cc(C)cc(Nc2nccc(-c3nccs3)n2)c1,CHEMBL509161,5
35,CHEMBL3099743,COC(=O)[C@H](Cc1ccc(F)cc1)NC(=O)c2cc(C(=O)O)c3cc(ccc3n2)c4cccc(c4)C(F)(F)F,Ki,13859845,=,2500,nM,9,B,CHEMBL3101313,0,COC(=O)C(Cc1ccc(F)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,CHEMBL3099743,5.30102999566
36,CHEMBL3099744,COC(=O)[C@H](Cc1ccc(OC)cc1)NC(=O)c2cc(C(=O)O)c3cc(ccc3n2)c4cccc(c4)C(F)(F)F,Ki,13859844,>,40000,nM,9,B,CHEMBL3101313,0,COC(=O)C(Cc1ccc(OC)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,CHEMBL3099744,4.09691001301
37,CHEMBL3401975,Fc1cnc2[nH]cc(c3ncc(F)c(N[C@H]4C5CCC(CC5)[C@@H]4c6nnn[nH]6)n3)c2c1,Ki,15173770,>,4000,nM,9,B,CHEMBL3405459,0,Fc1cnc2[nH]cc(-c3ncc(F)c(NC4C5CCC(CC5)C4c4nnn[nH]4)n3)c2c1,CHEMBL3401975,5.09691001301
38,CHEMBL45408,Cc1nc(C)c(s1)c2ccnc(Nc3cccc(c3)[N+](=O)[O-])n2,Ki,303935,=,110,nM,8,B,CHEMBL658107,0,Cc1nc(C)c(-c2ccnc(Nc3cccc([N+](=O)[O-])c3)n2)s1,CHEMBL45408,6.65757731918
39,CHEMBL494221,O[C@@H]1CC[C@H](CC1)Nc2ccc3nnc(c4cccc(c4)C(F)(F)F)n3n2,Ki,2639191,=,3100,nM,8,B,CHEMBL1022928,0,OC1CCC(Nc2ccc3nnc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,CHEMBL494221,5.2076083105
40,CHEMBL572162,Cc1cnc(Nc2ccccc2F)nc1c3c[nH]c(c3)C(=O)N[C@H](CO)c4ccccc4,Ki,2938313,=,57,nM,8,B,CHEMBL1044905,0,Cc1cnc(Nc2ccccc2F)nc1-c1c[nH]c(C(=O)NC(CO)c2ccccc2)c1,CHEMBL572162,6.94309514866
41,CHEMBL551140,Cc1ccc2\C(=N\O)\C(=O)N(Cc3cc(F)cc4COCOc34)c2c1,Ki,2722269,>,30000,nM,8,B,CHEMBL1063585,0,Cc1ccc2c(c1)N(Cc1cc(F)cc3c1OCOC3)C(=O)C2=NO,CHEMBL551140,4.22184874962
42,CHEMBL3401988,Cc1noc(n1)[C@H]2C3CCC(CC3)[C@@H]2Nc4nc(ncc4F)c5c[nH]c6ncc(F)cc56,Ki,15173783,>,4000,nM,9,B,CHEMBL3405459,0,Cc1noc(C2C3CCC(CC3)C2Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)n1,CHEMBL3401988,5.09691001301
43,CHEMBL572157,Cc1cccc(Nc2ncc(C)c(n2)c3c[nH]c(c3)C(=O)N[C@H](CO)c4cccc(Cl)c4)c1C,Ki,2938307,=,41,nM,8,B,CHEMBL1044905,0,Cc1cnc(Nc2cccc(C)c2C)nc1-c1c[nH]c(C(=O)NC(CO)c2cccc(Cl)c2)c1,CHEMBL572157,7.08618614762
44,CHEMBL385733,COc1cccc(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N,Ki,1777485,=,13,nM,9,B,CHEMBL908827,0,COc1cccc(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,CHEMBL385733,7.58502665203
45,CHEMBL384356,CCCC(=O)N1CCC(CC1)Nc2ncc(C(=O)c3ccccc3OC)c(N)n2,Ki,1777494,=,886,nM,9,B,CHEMBL908827,0,CCCC(=O)N1CCC(Nc2ncc(C(=O)c3ccccc3OC)c(N)n2)CC1,CHEMBL384356,5.75153628245
46,CHEMBL217537,COc1ccccc1C(=O)c2cnc(NC3CCN(CC3)C(=O)C)nc2N,Ki,1777495,=,327,nM,9,B,CHEMBL908827,0,COc1ccccc1C(=O)c1cnc(NC2CCN(C(C)=O)CC2)nc1N,CHEMBL217537,6.18442225168
47,CHEMBL46817,CN(C)c1ccc(Nc2nccc(n2)c3sc(C)nc3C)cc1,Ki,278282,=,220,nM,8,B,CHEMBL658107,0,Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)s1,CHEMBL46817,6.35654732351
48,CHEMBL298445,Cc1nc(N)sc1c2ccnc(Nc3cccc(c3)[N+](=O)[O-])n2,Ki,3305000,=,2,nM,8,B,CHEMBL1119481,0,Cc1nc(N)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,CHEMBL298445,8.39794000867
49,CHEMBL475254,OCCCOc1cc(Nc2nccc(n2)c3nccs3)cc(c1)C(F)(F)F,Ki,2396794,>,5000,nM,8,B,CHEMBL945310,0,OCCCOc1cc(Nc2nccc(-c3nccs3)n2)cc(C(F)(F)F)c1,CHEMBL475254,5
50,CHEMBL570367,Cc1cnc(Nc2ccccc2)nc1c3c[nH]c(c3)C(=O)N[C@@H](CO)c4ccccc4,Ki,2938310,=,1100,nM,8,B,CHEMBL1044905,0,Cc1cnc(Nc2ccccc2)nc1-c1c[nH]c(C(=O)NC(CO)c2ccccc2)c1,CHEMBL570367,5.65757731918
51,CHEMBL3099766,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cc(C(=O)N)c3cc(ccc3n2)c4cccs4,Ki,13859847,>,40000,nM,9,B,CHEMBL3101313,0,COC(=O)C(Cc1ccc(O)cc1)NC(=O)c1cc(C(N)=O)c2cc(-c3cccs3)ccc2n1,CHEMBL3099766,4.09691001301
52,CHEMBL3099750,CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cc(C(=O)O)c3cc(\C=C\c4ccc(Cl)cc4)ccc3n2,Ki,13859838,=,100,nM,9,B,CHEMBL3101313,0,CNC(=O)C(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(C=Cc3ccc(Cl)cc3)ccc2n1,CHEMBL3099750,6.69897000434
53,CHEMBL385907,CCNC(=O)N1CCC(CC1)Nc2ncc(C(=O)c3ccccc3OC)c(N)n2,Ki,1777497,=,1756,nM,9,B,CHEMBL908827,0,CCNC(=O)N1CCC(Nc2ncc(C(=O)c3ccccc3OC)c(N)n2)CC1,CHEMBL385907,5.45444549277
54,CHEMBL47276,Cc1nc(C)c(s1)c2ccnc(Nc3cccc(c3)C(F)(F)F)n2,Ki,292717,>,20000,nM,8,B,CHEMBL658107,0,Cc1nc(C)c(-c2ccnc(Nc3cccc(C(F)(F)F)c3)n2)s1,CHEMBL47276,4.39794000867
55,CHEMBL3099749,CCC[C@H](Cc1ccc(O)cc1)NC(=O)c2cc(C(=O)O)c3cc(ccc3n2)c4cccc(c4)C(F)(F)F,Ki,13859839,=,300,nM,9,B,CHEMBL3101313,0,CCCC(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,CHEMBL3099749,6.22184874962
56,CHEMBL3099765,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cc(CO)c3cc(ccc3n2)c4cccc(c4)C(F)(F)F,Ki,13859848,>,40000,nM,9,B,CHEMBL3101313,0,COC(=O)C(Cc1ccc(O)cc1)NC(=O)c1cc(CO)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,CHEMBL3099765,4.09691001301
57,CHEMBL3099762,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cc(C(=O)O)c3cc(CCc4ccc(Cl)cc4)ccc3n2,Ki,13859851,<,100,nM,9,B,CHEMBL3101313,0,COC(=O)C(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(CCc3ccc(Cl)cc3)ccc2n1,CHEMBL3099762,6.69897000434
58,CHEMBL44119,CNc1nc(C)c(s1)c2ccnc(Nc3cccc(O)c3)n2,Ki,267084,=,110,nM,8,B,CHEMBL658107,0,CNc1nc(C)c(-c2ccnc(Nc3cccc(O)c3)n2)s1,CHEMBL44119,6.65757731918
59,CHEMBL3099747,OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cc(C(=O)O)c3cc(ccc3n2)c4cccc(c4)C(F)(F)F,Ki,13859841,=,12000,nM,9,B,CHEMBL3101313,0,O=C(NC(Cc1ccc(O)cc1)C(=O)O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,CHEMBL3099747,4.61978875829
60,CHEMBL3099761,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cc(C(=O)O)c3cc(ccc3n2)c4cccc(c4)C(F)(F)F,Ki,13859852,<,100,nM,9,B,CHEMBL3101313,0,COC(=O)C(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,CHEMBL3099761,6.69897000434
61,CHEMBL3099748,C[C@H](Cc1ccc(O)cc1)NC(=O)c2cc(C(=O)O)c3cc(ccc3n2)c4cccc(c4)C(F)(F)F,Ki,13859840,=,2500,nM,9,B,CHEMBL3101313,0,CC(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,CHEMBL3099748,5.30102999566
62,CHEMBL393929,O=C1N=C(NCc2cccs2)S/C/1=C\c3ccc4ncccc4c3,Ki,1960524,=,340,nM,9,B,CHEMBL892530,0,O=C1N=C(NCc2cccs2)SC1=Cc1ccc2ncccc2c1,CHEMBL393929,6.16749108729
63,CHEMBL43828,CN(C)c1nccc(n1)c2sc(C)nc2C,Ki,295273,>,20000,nM,8,B,CHEMBL658107,0,Cc1nc(C)c(-c2ccnc(N(C)C)n2)s1,CHEMBL43828,4.39794000867
64,CHEMBL3099755,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cc(C(=O)O)c3cc(ccc3n2)c4cccc(Cl)c4,Ki,13859858,=,140,nM,9,B,CHEMBL3101313,0,COC(=O)C(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(Cl)c3)ccc2n1,CHEMBL3099755,6.55284196866
65,CHEMBL215086,COc1cc(F)c(F)cc1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N,Ki,1777482,=,6,nM,9,B,CHEMBL908827,0,COc1cc(F)c(F)cc1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,CHEMBL215086,7.92081875395
66,CHEMBL223367,OCCCc1cc2OCCCCCOc3nc(NC(=O)Nc2cc1Cl)cnc3C#N,Ki,1824598,=,5760,nM,9,B,CHEMBL913842,0,N#Cc1ncc2nc1OCCCCCOc1cc(CCCO)c(Cl)cc1NC(=O)N2,CHEMBL223367,4.93854752091
67,CHEMBL3099753,COC[C@H](Cc1ccc(O)cc1)NC(=O)c2cc(C(=O)O)c3cc(\C=C\c4ccc(Cl)cc4)ccc3n2,Ki,13859835,<,100,nM,9,B,CHEMBL3101313,0,COCC(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(C=Cc3ccc(Cl)cc3)ccc2n1,CHEMBL3099753,6.69897000434
68,CHEMBL44712,Cc1nc(C)c(s1)c2ccnc(Nc3cccc(Cl)c3)n2,Ki,303932,=,670,nM,8,B,CHEMBL658107,0,Cc1nc(C)c(-c2ccnc(Nc3cccc(Cl)c3)n2)s1,CHEMBL44712,5.87289520164
69,CHEMBL512172,C[C@@H](CO)NC(=O)c1sc(nc1C)c2ccnc(Nc3cc(C)cc(C)c3)n2,Ki,2396793,>,3330,nM,8,B,CHEMBL945310,0,Cc1cc(C)cc(Nc2nccc(-c3nc(C)c(C(=O)NC(C)CO)s3)n2)c1,CHEMBL512172,5.17652577083
70,CHEMBL3099758,COC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)c2cc(C(=O)O)c3cc(ccc3n2)c4cc(Cl)cc(Cl)c4,Ki,13859855,=,200,nM,9,B,CHEMBL3101313,0,COC(=O)C(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cc(Cl)cc(Cl)c3)ccc2n1,CHEMBL3099758,6.39794000867
71,CHEMBL235345,O=C1N=C(N[C@@H]2C[C@H]2c3ccccc3)S/C/1=C\c4ccc5ncccc5c4,Ki,1960523,>,2000,nM,9,B,CHEMBL892530,0,O=C1N=C(NC2CC2c2ccccc2)SC1=Cc1ccc2ncccc2c1,CHEMBL235345,5.39794000867
72,CHEMBL3099752,COC[C@H](Cc1ccc(O)cc1)NC(=O)c2cc(C(=O)O)c3cc(ccc3n2)c4cccc(c4)C(F)(F)F,Ki,13859836,=,100,nM,9,B,CHEMBL3101313,0,COCC(Cc1ccc(O)cc1)NC(=O)c1cc(C(=O)O)c2cc(-c3cccc(C(F)(F)F)c3)ccc2n1,CHEMBL3099752,6.69897000434
73,CHEMBL214831,COc1ccccc1C(=O)c2cnc(NC3CCN(C)CC3)nc2N,Ki,1777498,>,10000,nM,9,B,CHEMBL908827,0,COc1ccccc1C(=O)c1cnc(NC2CCN(C)CC2)nc1N,CHEMBL214831,4.69897000434
74,CHEMBL485731,Cc1cc(Nc2nccc(n2)c3nc(CO)cs3)cc(c1)C(F)(F)F,Ki,2396796,=,1500,nM,8,B,CHEMBL945310,0,Cc1cc(Nc2nccc(-c3nc(CO)cs3)n2)cc(C(F)(F)F)c1,CHEMBL485731,5.52287874528
75,CHEMBL451450,COc1cc(Nc2nccc(n2)c3ncc(C)s3)cc(c1)C(F)(F)F,Ki,2396797,>,2500,nM,8,B,CHEMBL945310,0,COc1cc(Nc2nccc(-c3ncc(C)s3)n2)cc(C(F)(F)F)c1,CHEMBL451450,5.30102999566
76,CHEMBL295127,Cc1nc(C)c(s1)c2ccnc(Nc3ccccc3)n2,Ki,287755,=,80,nM,8,B,CHEMBL658107,0,Cc1nc(C)c(-c2ccnc(Nc3ccccc3)n2)s1,CHEMBL295127,6.79588001734
77,CHEMBL384304,COc1ccc(F)c(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N,Ki,1777483,=,3,nM,9,B,CHEMBL908827,0,COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,CHEMBL384304,8.22184874962
78,CHEMBL475249,Cc1cc(Nc2nccc(n2)c3nc(C)c(CCO)s3)cc(c1)C(F)(F)F,Ki,2396800,>,2500,nM,8,B,CHEMBL945310,0,Cc1cc(Nc2nccc(-c3nc(C)c(CCO)s3)n2)cc(C(F)(F)F)c1,CHEMBL475249,5.30102999566
79,CHEMBL46401,CN(C)c1nc(C)c(s1)c2ccnc(Nc3cccc(c3)[N+](=O)[O-])n2,Ki,295276,=,60,nM,8,B,CHEMBL658107,0,Cc1nc(N(C)C)sc1-c1ccnc(Nc2cccc([N+](=O)[O-])c2)n1,CHEMBL46401,6.92081875395
80,CHEMBL3401986,CNC(=O)[C@H]1C2CCC(CC2)[C@@H]1Nc3nc(ncc3F)c4c[nH]c5ncc(F)cc45,Ki,15173781,>,4000,nM,9,B,CHEMBL3405459,0,CNC(=O)C1C2CCC(CC2)C1Nc1nc(-c2c[nH]c3ncc(F)cc23)ncc1F,CHEMBL3401986,5.09691001301
81,CHEMBL265903,CS(=O)(=O)N1CCC(CC1)Nc2ncc(C(=O)c3c(F)cccc3F)c(N)n2,Ki,1777484,=,15,nM,9,B,CHEMBL908827,0,CS(=O)(=O)N1CCC(Nc2ncc(C(=O)c3c(F)cccc3F)c(N)n2)CC1,CHEMBL265903,7.52287874528
82,CHEMBL46474,CNc1nccc(n1)c2sc(C)nc2C,Ki,265814,>,20000,nM,8,B,CHEMBL658107,0,CNc1nccc(-c2sc(C)nc2C)n1,CHEMBL46474,4.39794000867
83,CHEMBL511811,Cc1cc(C)cc(Nc2nccc(n2)c3nc(CO)cs3)c1,Ki,2396802,=,2400,nM,8,B,CHEMBL945310,0,Cc1cc(C)cc(Nc2nccc(-c3nc(CO)cs3)n2)c1,CHEMBL511811,5.31875876262
84,CHEMBL297412,Cc1nc(C)c(s1)c2ccnc(Nc3ccc(F)cc3)n2,Ki,300436,=,40,nM,8,B,CHEMBL658107,0,Cc1nc(C)c(-c2ccnc(Nc3ccc(F)cc3)n2)s1,CHEMBL297412,7.09691001301
85,CHEMBL3401989,Cc1oc(nn1)[C@H]2C3CCC(CC3)[C@@H]2Nc4nc(ncc4F)c5c[nH]c6ncc(F)cc56,Ki,15173784,>,4000,nM,9,B,CHEMBL3405459,0,Cc1nnc(C2C3CCC(CC3)C2Nc2nc(-c3c[nH]c4ncc(F)cc34)ncc2F)o1,CHEMBL3401989,5.09691001301
86,CHEMBL475570,Cc1ccc(C)c(Nc2nccc(n2)c3nccs3)c1,Ki,2396806,>,5000,nM,8,B,CHEMBL945310,0,Cc1ccc(C)c(Nc2nccc(-c3nccs3)n2)c1,CHEMBL475570,5
